id,rating_value,created_at
105,7.6,2025-10-17 17:59:15.791218
106,1.2,2025-10-17 17:59:15.791218
107,1.6,2025-10-17 17:59:15.791218
108,7.6,2025-10-17 17:59:15.791218
109,4.6,2025-10-17 17:59:15.791218
110,2.7,2025-10-17 17:59:15.791218
111,6.4,2025-10-17 17:59:15.791218
112,6.6,2025-10-17 17:59:15.791218
113,5.4,2025-10-17 17:59:15.791218
114,4.6,2025-10-17 17:59:15.791218
115,7.9,2025-10-17 17:59:15.791218
116,3.0,2025-10-17 17:59:15.791218
117,3.5,2025-10-17 17:59:15.791218
118,1.9,2025-10-17 17:59:15.791218
119,5.2,2025-10-17 17:59:15.791218
120,7.0,2025-10-17 17:59:15.791218
121,6.1,2025-10-17 17:59:15.791218
122,8.5,2025-10-17 17:59:15.791218
123,2.1,2025-10-17 17:59:15.791218
124,1.5,2025-10-17 17:59:15.791218
125,1.5,2025-10-17 17:59:15.791218
126,5.4,2025-10-17 17:59:15.791218
127,9.5,2025-10-17 17:59:15.791218
128,4.2,2025-10-17 17:59:15.791218
129,1.3,2025-10-17 17:59:15.791218
130,4.6,2025-10-17 17:59:15.791218
131,6.8,2025-10-17 17:59:15.791218
132,4.9,2025-10-17 17:59:15.791218
133,1.1,2025-10-17 17:59:15.791218
134,1.4,2025-10-17 17:59:15.791218
135,7.1,2025-10-17 17:59:15.791218
136,8.4,2025-10-17 17:59:15.791218
137,8.8,2025-10-17 17:59:15.791218
138,4.2,2025-10-17 17:59:15.791218
139,3.8,2025-10-17 17:59:15.791218
140,6.7,2025-10-17 17:59:15.791218
141,5.9,2025-10-17 17:59:15.791218
142,4.1,2025-10-17 17:59:15.791218
143,4.2,2025-10-17 17:59:15.791218
144,4.3,2025-10-17 17:59:15.791218
145,1.3,2025-10-17 17:59:15.791218
146,4.8,2025-10-17 17:59:15.791218
147,9.2,2025-10-17 17:59:15.791218
148,5.4,2025-10-17 17:59:15.791218
149,6.8,2025-10-17 17:59:15.791218
150,7.1,2025-10-17 17:59:15.791218
151,9.8,2025-10-17 17:59:15.791218
152,5.1,2025-10-17 17:59:15.791218
153,7.2,2025-10-17 17:59:15.791218
154,4.2,2025-10-17 17:59:15.791218
155,1.3,2025-10-17 17:59:15.791218
156,4.6,2025-10-17 17:59:15.791218
157,1.7,2025-10-17 17:59:15.791218
158,2.2,2025-10-17 17:59:15.791218
159,9.2,2025-10-17 17:59:15.791218
160,5.8,2025-10-17 17:59:15.791218
161,3.8,2025-10-17 17:59:15.791218
162,3.5,2025-10-17 17:59:15.791218
163,9.7,2025-10-17 17:59:15.791218
164,8.0,2025-10-17 17:59:15.791218
165,5.9,2025-10-17 17:59:15.791218
166,7.6,2025-10-17 17:59:15.791218
167,7.7,2025-10-17 17:59:15.791218
168,9.8,2025-10-17 17:59:15.791218
169,5.0,2025-10-17 17:59:15.791218
170,2.5,2025-10-17 17:59:15.791218
171,5.9,2025-10-17 17:59:15.791218
172,6.4,2025-10-17 17:59:15.791218
173,2.6,2025-10-17 17:59:15.791218
174,4.7,2025-10-17 17:59:15.791218
175,2.1,2025-10-17 17:59:15.791218
176,1.0,2025-10-17 17:59:15.791218
177,6.2,2025-10-17 17:59:15.791218
178,2.1,2025-10-17 17:59:15.791218
179,6.3,2025-10-17 17:59:15.791218
180,6.7,2025-10-17 17:59:15.791218
181,8.1,2025-10-17 17:59:15.791218
182,5.8,2025-10-17 17:59:15.791218
183,7.5,2025-10-17 17:59:15.791218
184,8.7,2025-10-17 17:59:15.791218
185,5.1,2025-10-17 17:59:15.791218
186,7.2,2025-10-17 17:59:15.791218
187,4.1,2025-10-17 17:59:15.791218
188,6.1,2025-10-17 17:59:15.791218
189,9.1,2025-10-17 17:59:15.791218
190,1.3,2025-10-17 17:59:15.791218
191,8.5,2025-10-17 17:59:15.791218
192,2.6,2025-10-17 17:59:15.791218
193,2.4,2025-10-17 17:59:15.791218
194,1.3,2025-10-17 17:59:15.791218
195,4.1,2025-10-17 17:59:15.791218
196,1.6,2025-10-17 17:59:15.791218
197,6.4,2025-10-17 17:59:15.791218
198,5.8,2025-10-17 17:59:15.791218
199,1.5,2025-10-17 17:59:15.791218
200,6.7,2025-10-17 17:59:15.791218
201,6.2,2025-10-17 17:59:15.791218
202,4.3,2025-10-17 17:59:15.791218
203,2.0,2025-10-17 17:59:15.791218
204,3.2,2025-10-17 17:59:15.791218
205,4.6,2025-10-17 17:59:15.791218
206,1.1,2025-10-17 17:59:15.791218
207,2.9,2025-10-17 17:59:15.791218
208,9.1,2025-10-17 17:59:15.791218
209,8.0,2025-10-17 17:59:15.791218
210,7.2,2025-10-17 17:59:15.791218
211,7.1,2025-10-17 17:59:15.791218
212,7.6,2025-10-17 17:59:15.791218
213,7.5,2025-10-17 17:59:15.791218
214,7.9,2025-10-17 17:59:15.791218
215,5.6,2025-10-17 17:59:15.791218
216,1.3,2025-10-17 17:59:15.791218
217,2.0,2025-10-17 17:59:15.791218
218,6.8,2025-10-17 17:59:15.791218
219,8.8,2025-10-17 17:59:15.791218
220,5.8,2025-10-17 17:59:15.791218
221,2.1,2025-10-17 17:59:15.791218
222,9.3,2025-10-17 17:59:15.791218
223,3.9,2025-10-17 17:59:15.791218
224,7.9,2025-10-17 17:59:15.791218
225,3.0,2025-10-17 17:59:15.791218
226,1.8,2025-10-17 17:59:15.791218
227,8.5,2025-10-17 17:59:15.791218
228,9.9,2025-10-17 17:59:15.791218
229,6.0,2025-10-17 17:59:15.791218
230,2.2,2025-10-17 17:59:15.791218
231,7.2,2025-10-17 17:59:15.791218
232,3.6,2025-10-17 17:59:15.791218
233,8.2,2025-10-17 17:59:15.791218
234,3.8,2025-10-17 17:59:15.791218
235,5.5,2025-10-17 17:59:15.791218
236,4.2,2025-10-17 17:59:15.791218
237,4.3,2025-10-17 17:59:15.791218
238,9.5,2025-10-17 17:59:15.791218
239,2.6,2025-10-17 17:59:15.791218
240,6.7,2025-10-17 17:59:15.791218
241,4.5,2025-10-17 17:59:15.791218
242,4.4,2025-10-17 17:59:15.791218
243,5.2,2025-10-17 17:59:15.791218
244,7.1,2025-10-17 17:59:15.791218
245,3.9,2025-10-17 17:59:15.791218
246,1.4,2025-10-17 17:59:15.791218
247,8.3,2025-10-17 17:59:15.791218
248,3.5,2025-10-17 17:59:15.791218
249,8.0,2025-10-17 17:59:15.791218
250,1.2,2025-10-17 17:59:15.791218
251,3.7,2025-10-17 17:59:15.791218
252,3.3,2025-10-17 17:59:15.791218
253,1.0,2025-10-17 17:59:15.791218
254,3.2,2025-10-17 17:59:15.791218
255,5.4,2025-10-17 17:59:15.791218
256,5.0,2025-10-17 17:59:15.791218
257,9.3,2025-10-17 17:59:15.791218
258,3.3,2025-10-17 17:59:15.791218
259,6.2,2025-10-17 17:59:15.791218
260,8.7,2025-10-17 17:59:15.791218
261,3.3,2025-10-17 17:59:15.791218
262,8.1,2025-10-17 17:59:15.791218
263,7.0,2025-10-17 17:59:15.791218
264,3.1,2025-10-17 17:59:15.791218
265,8.6,2025-10-17 17:59:15.791218
266,2.2,2025-10-17 17:59:15.791218
267,7.4,2025-10-17 17:59:15.791218
268,4.3,2025-10-17 17:59:15.791218
269,2.3,2025-10-17 17:59:15.791218
270,2.5,2025-10-17 17:59:15.791218
271,7.7,2025-10-17 17:59:15.791218
272,6.5,2025-10-17 17:59:15.791218
273,8.5,2025-10-17 17:59:15.791218
274,7.8,2025-10-17 17:59:15.791218
275,8.1,2025-10-17 17:59:15.791218
276,1.6,2025-10-17 17:59:15.791218
277,4.3,2025-10-17 17:59:15.791218
278,4.7,2025-10-17 17:59:15.791218
279,9.4,2025-10-17 17:59:15.791218
280,3.9,2025-10-17 17:59:15.791218
281,2.2,2025-10-17 17:59:15.791218
282,5.3,2025-10-17 17:59:15.791218
283,3.0,2025-10-17 17:59:15.791218
284,4.7,2025-10-17 17:59:15.791218
285,3.7,2025-10-17 17:59:15.791218
286,5.2,2025-10-17 17:59:15.791218
287,9.9,2025-10-17 17:59:15.791218
288,9.4,2025-10-17 17:59:15.791218
289,4.8,2025-10-17 17:59:15.791218
290,3.3,2025-10-17 17:59:15.791218
291,5.6,2025-10-17 17:59:15.791218
292,3.5,2025-10-17 17:59:15.791218
293,4.7,2025-10-17 17:59:15.791218
294,8.4,2025-10-17 17:59:15.791218
295,7.8,2025-10-17 17:59:15.791218
296,7.7,2025-10-17 17:59:15.791218
297,2.6,2025-10-17 17:59:15.791218
298,1.9,2025-10-17 17:59:15.791218
299,4.7,2025-10-17 17:59:15.791218
300,4.0,2025-10-17 17:59:15.791218
301,6.9,2025-10-17 17:59:15.791218
302,2.4,2025-10-17 17:59:15.791218
303,8.0,2025-10-17 17:59:15.791218
304,3.7,2025-10-17 17:59:15.791218
305,9.3,2025-10-17 17:59:15.791218
306,4.3,2025-10-17 17:59:15.791218
307,3.1,2025-10-17 17:59:15.791218
308,1.2,2025-10-17 17:59:15.791218
309,8.1,2025-10-17 17:59:15.791218
310,4.4,2025-10-17 17:59:15.791218
311,4.2,2025-10-17 17:59:15.791218
312,7.6,2025-10-17 17:59:15.791218
313,9.3,2025-10-17 17:59:15.791218
314,5.7,2025-10-17 17:59:15.791218
315,7.8,2025-10-17 17:59:15.791218
316,7.7,2025-10-17 17:59:15.791218
317,4.1,2025-10-17 17:59:15.791218
318,7.6,2025-10-17 17:59:15.791218
319,7.0,2025-10-17 17:59:15.791218
320,7.8,2025-10-17 17:59:15.791218
321,1.5,2025-10-17 17:59:15.791218
322,8.0,2025-10-17 17:59:15.791218
323,3.0,2025-10-17 17:59:15.791218
324,5.9,2025-10-17 17:59:15.791218
325,4.8,2025-10-17 17:59:15.791218
326,6.5,2025-10-17 17:59:15.791218
327,5.7,2025-10-17 17:59:15.791218
328,9.0,2025-10-17 17:59:15.791218
329,5.3,2025-10-17 17:59:15.791218
330,4.9,2025-10-17 17:59:15.791218
331,2.1,2025-10-17 17:59:15.791218
332,6.8,2025-10-17 17:59:15.791218
333,9.0,2025-10-17 17:59:15.791218
334,6.9,2025-10-17 17:59:15.791218
335,3.1,2025-10-17 17:59:15.791218
336,9.1,2025-10-17 17:59:15.791218
337,7.1,2025-10-17 17:59:15.791218
338,1.9,2025-10-17 17:59:15.791218
339,8.6,2025-10-17 17:59:15.791218
340,6.6,2025-10-17 17:59:15.791218
341,5.7,2025-10-17 17:59:15.791218
342,9.5,2025-10-17 17:59:15.791218
343,1.0,2025-10-17 17:59:15.791218
344,1.0,2025-10-17 17:59:15.791218
345,5.6,2025-10-17 17:59:15.791218
346,4.8,2025-10-17 17:59:15.791218
347,9.2,2025-10-17 17:59:15.791218
348,5.1,2025-10-17 17:59:15.791218
349,3.5,2025-10-17 17:59:15.791218
350,3.4,2025-10-17 17:59:15.791218
351,8.2,2025-10-17 17:59:15.791218
352,7.9,2025-10-17 17:59:15.791218
353,7.4,2025-10-17 17:59:15.791218
354,8.4,2025-10-17 17:59:15.791218
355,4.0,2025-10-17 17:59:15.791218
356,3.2,2025-10-17 17:59:15.791218
357,9.2,2025-10-17 17:59:15.791218
358,3.4,2025-10-17 17:59:15.791218
359,7.5,2025-10-17 17:59:15.791218
360,6.4,2025-10-17 17:59:15.791218
361,3.0,2025-10-17 17:59:15.791218
362,2.6,2025-10-17 17:59:15.791218
363,4.0,2025-10-17 17:59:15.791218
364,5.5,2025-10-17 17:59:15.791218
365,6.7,2025-10-17 17:59:15.791218
366,1.6,2025-10-17 17:59:15.791218
367,7.2,2025-10-17 17:59:15.791218
368,8.5,2025-10-17 17:59:15.791218
369,2.1,2025-10-17 17:59:15.791218
370,9.4,2025-10-17 17:59:15.791218
371,6.9,2025-10-17 17:59:15.791218
372,3.2,2025-10-17 17:59:15.791218
373,5.1,2025-10-17 17:59:15.791218
374,8.9,2025-10-17 17:59:15.791218
375,3.9,2025-10-17 17:59:15.791218
376,5.0,2025-10-17 17:59:15.791218
377,2.4,2025-10-17 17:59:15.791218
378,3.6,2025-10-17 17:59:15.791218
379,8.8,2025-10-17 17:59:15.791218
380,3.3,2025-10-17 17:59:15.791218
381,9.8,2025-10-17 17:59:15.791218
382,1.8,2025-10-17 17:59:15.791218
383,8.1,2025-10-17 17:59:15.791218
384,5.8,2025-10-17 17:59:15.791218
385,7.8,2025-10-17 17:59:15.791218
386,4.1,2025-10-17 17:59:15.791218
387,6.2,2025-10-17 17:59:15.791218
388,6.1,2025-10-17 17:59:15.791218
389,1.8,2025-10-17 17:59:15.791218
390,2.2,2025-10-17 17:59:15.791218
391,5.3,2025-10-17 17:59:15.791218
392,4.2,2025-10-17 17:59:15.791218
393,3.1,2025-10-17 17:59:15.791218
394,9.6,2025-10-17 17:59:15.791218
395,2.1,2025-10-17 17:59:15.791218
396,2.4,2025-10-17 17:59:15.791218
397,8.5,2025-10-17 17:59:15.791218
398,3.7,2025-10-17 17:59:15.791218
399,5.7,2025-10-17 17:59:15.791218
400,9.9,2025-10-17 17:59:15.791218
401,3.2,2025-10-17 17:59:15.791218
402,4.5,2025-10-17 17:59:15.791218
403,2.1,2025-10-17 17:59:15.791218
404,4.1,2025-10-17 17:59:15.791218
405,4.4,2025-10-17 17:59:15.791218
406,1.4,2025-10-17 17:59:15.791218
407,4.7,2025-10-17 17:59:15.791218
408,7.1,2025-10-17 17:59:15.791218
409,1.9,2025-10-17 17:59:15.791218
410,2.9,2025-10-17 17:59:15.791218
411,3.7,2025-10-17 17:59:15.791218
412,3.4,2025-10-17 17:59:15.791218
413,6.5,2025-10-17 17:59:15.791218
414,7.9,2025-10-17 17:59:15.791218
415,4.6,2025-10-17 17:59:15.791218
416,7.3,2025-10-17 17:59:15.791218
417,9.4,2025-10-17 17:59:15.791218
418,7.3,2025-10-17 17:59:15.791218
419,3.4,2025-10-17 17:59:15.791218
420,2.7,2025-10-17 17:59:15.791218
421,3.8,2025-10-17 17:59:15.791218
422,9.4,2025-10-17 17:59:15.791218
423,1.4,2025-10-17 17:59:15.791218
424,6.4,2025-10-17 17:59:15.791218
425,2.4,2025-10-17 17:59:15.791218
426,6.4,2025-10-17 17:59:15.791218
427,9.0,2025-10-17 17:59:15.791218
428,4.8,2025-10-17 17:59:15.791218
429,9.1,2025-10-17 17:59:15.791218
430,3.4,2025-10-17 17:59:15.791218
431,7.7,2025-10-17 17:59:15.791218
432,3.3,2025-10-17 17:59:15.791218
433,2.1,2025-10-17 17:59:15.791218
434,8.5,2025-10-17 17:59:15.791218
435,4.6,2025-10-17 17:59:15.791218
436,3.4,2025-10-17 17:59:15.791218
437,5.5,2025-10-17 17:59:15.791218
438,6.5,2025-10-17 17:59:15.791218
439,4.2,2025-10-17 17:59:15.791218
440,1.5,2025-10-17 17:59:15.791218
441,6.3,2025-10-17 17:59:15.791218
442,1.4,2025-10-17 17:59:15.791218
443,6.6,2025-10-17 17:59:15.791218
444,4.4,2025-10-17 17:59:15.791218
445,4.8,2025-10-17 17:59:15.791218
446,2.5,2025-10-17 17:59:15.791218
447,2.1,2025-10-17 17:59:15.791218
448,3.1,2025-10-17 17:59:15.791218
449,6.4,2025-10-17 17:59:15.791218
450,2.0,2025-10-17 17:59:15.791218
451,1.1,2025-10-17 17:59:15.791218
452,7.9,2025-10-17 17:59:15.791218
453,8.7,2025-10-17 17:59:15.791218
454,7.0,2025-10-17 17:59:15.791218
455,2.1,2025-10-17 17:59:15.791218
456,6.6,2025-10-17 17:59:15.791218
457,3.3,2025-10-17 17:59:15.791218
458,8.6,2025-10-17 17:59:15.791218
459,8.5,2025-10-17 17:59:15.791218
460,3.5,2025-10-17 17:59:15.791218
461,9.3,2025-10-17 17:59:15.791218
462,9.6,2025-10-17 17:59:15.791218
463,5.7,2025-10-17 17:59:15.791218
464,2.2,2025-10-17 17:59:15.791218
465,4.7,2025-10-17 17:59:15.791218
466,1.1,2025-10-17 17:59:15.791218
467,8.1,2025-10-17 17:59:15.791218
468,6.1,2025-10-17 17:59:15.791218
469,6.3,2025-10-17 17:59:15.791218
470,1.7,2025-10-17 17:59:15.791218
471,6.2,2025-10-17 17:59:15.791218
472,3.7,2025-10-17 17:59:15.791218
473,4.3,2025-10-17 17:59:15.791218
474,6.6,2025-10-17 17:59:15.791218
475,7.0,2025-10-17 17:59:15.791218
476,5.9,2025-10-17 17:59:15.791218
477,9.1,2025-10-17 17:59:15.791218
478,6.9,2025-10-17 17:59:15.791218
479,8.1,2025-10-17 17:59:15.791218
480,5.2,2025-10-17 17:59:15.791218
481,7.3,2025-10-17 17:59:15.791218
482,8.2,2025-10-17 17:59:15.791218
483,7.6,2025-10-17 17:59:15.791218
484,4.9,2025-10-17 17:59:15.791218
485,4.4,2025-10-17 17:59:15.791218
486,9.5,2025-10-17 17:59:15.791218
487,2.5,2025-10-17 17:59:15.791218
488,8.9,2025-10-17 17:59:15.791218
489,7.2,2025-10-17 17:59:15.791218
490,2.4,2025-10-17 17:59:15.791218
491,3.6,2025-10-17 17:59:15.791218
492,7.3,2025-10-17 17:59:15.791218
493,3.8,2025-10-17 17:59:15.791218
494,6.2,2025-10-17 17:59:15.791218
495,8.4,2025-10-17 17:59:15.791218
496,3.4,2025-10-17 17:59:15.791218
497,4.5,2025-10-17 17:59:15.791218
498,4.6,2025-10-17 17:59:15.791218
499,2.7,2025-10-17 17:59:15.791218
500,8.7,2025-10-17 17:59:15.791218
501,4.3,2025-10-17 17:59:15.791218
502,4.5,2025-10-17 17:59:15.791218
503,7.0,2025-10-17 17:59:15.791218
504,5.8,2025-10-17 17:59:15.791218
505,3.1,2025-10-17 17:59:15.791218
506,7.8,2025-10-17 17:59:15.791218
507,4.0,2025-10-17 17:59:15.791218
508,2.3,2025-10-17 17:59:15.791218
509,7.9,2025-10-17 17:59:15.791218
510,8.4,2025-10-17 17:59:15.791218
511,6.0,2025-10-17 17:59:15.791218
512,8.8,2025-10-17 17:59:15.791218
513,8.2,2025-10-17 17:59:15.791218
514,7.7,2025-10-17 17:59:15.791218
515,3.0,2025-10-17 17:59:15.791218
516,5.0,2025-10-17 17:59:15.791218
517,3.3,2025-10-17 17:59:15.791218
518,3.8,2025-10-17 17:59:15.791218
519,7.0,2025-10-17 17:59:15.791218
520,2.9,2025-10-17 17:59:15.791218
521,3.0,2025-10-17 17:59:15.791218
522,7.6,2025-10-17 17:59:15.791218
523,5.9,2025-10-17 17:59:15.791218
524,6.2,2025-10-17 17:59:15.791218
525,8.8,2025-10-17 17:59:15.791218
526,1.1,2025-10-17 17:59:15.791218
527,5.5,2025-10-17 17:59:15.791218
528,8.2,2025-10-17 17:59:15.791218
529,7.5,2025-10-17 17:59:15.791218
530,9.7,2025-10-17 17:59:15.791218
531,3.2,2025-10-17 17:59:15.791218
532,3.9,2025-10-17 17:59:15.791218
533,7.7,2025-10-17 17:59:15.791218
534,7.6,2025-10-17 17:59:15.791218
535,7.3,2025-10-17 17:59:15.791218
536,3.6,2025-10-17 17:59:15.791218
537,8.6,2025-10-17 17:59:15.791218
538,3.0,2025-10-17 17:59:15.791218
539,4.8,2025-10-17 17:59:15.791218
540,5.4,2025-10-17 17:59:15.791218
541,2.9,2025-10-17 17:59:15.791218
542,7.4,2025-10-17 17:59:15.791218
543,6.4,2025-10-17 17:59:15.791218
544,2.2,2025-10-17 17:59:15.791218
545,1.5,2025-10-17 17:59:15.791218
546,9.6,2025-10-17 17:59:15.791218
547,5.0,2025-10-17 17:59:15.791218
548,3.0,2025-10-17 17:59:15.791218
549,2.9,2025-10-17 17:59:15.791218
550,9.6,2025-10-17 17:59:15.791218
551,9.3,2025-10-17 17:59:15.791218
552,3.4,2025-10-17 17:59:15.791218
553,4.0,2025-10-17 17:59:15.791218
554,4.8,2025-10-17 17:59:15.791218
555,3.0,2025-10-17 17:59:15.791218
556,5.1,2025-10-17 17:59:15.791218
557,2.9,2025-10-17 17:59:15.791218
558,5.6,2025-10-17 17:59:15.791218
559,6.2,2025-10-17 17:59:15.791218
560,7.1,2025-10-17 17:59:15.791218
561,4.7,2025-10-17 17:59:15.791218
562,8.7,2025-10-17 17:59:15.791218
563,9.4,2025-10-17 17:59:15.791218
564,1.1,2025-10-17 17:59:15.791218
565,4.6,2025-10-17 17:59:15.791218
566,8.8,2025-10-17 17:59:15.791218
567,7.1,2025-10-17 17:59:15.791218
568,7.7,2025-10-17 17:59:15.791218
569,6.1,2025-10-17 17:59:15.791218
570,9.6,2025-10-17 17:59:15.791218
571,9.0,2025-10-17 17:59:15.791218
572,7.1,2025-10-17 17:59:15.791218
573,9.3,2025-10-17 17:59:15.791218
574,4.3,2025-10-17 17:59:15.791218
575,8.3,2025-10-17 17:59:15.791218
576,9.5,2025-10-17 17:59:15.791218
577,3.4,2025-10-17 17:59:15.791218
578,2.3,2025-10-17 17:59:15.791218
579,7.1,2025-10-17 17:59:15.791218
580,8.2,2025-10-17 17:59:15.791218
581,4.7,2025-10-17 17:59:15.791218
582,7.1,2025-10-17 17:59:15.791218
583,4.7,2025-10-17 17:59:15.791218
584,4.0,2025-10-17 17:59:15.791218
585,8.2,2025-10-17 17:59:15.791218
586,7.3,2025-10-17 17:59:15.791218
587,6.1,2025-10-17 17:59:15.791218
588,5.3,2025-10-17 17:59:15.791218
589,1.3,2025-10-17 17:59:15.791218
590,6.8,2025-10-17 17:59:15.791218
591,6.9,2025-10-17 17:59:15.791218
592,9.0,2025-10-17 17:59:15.791218
593,1.9,2025-10-17 17:59:15.791218
594,3.5,2025-10-17 17:59:15.791218
595,7.6,2025-10-17 17:59:15.791218
596,2.4,2025-10-17 17:59:15.791218
597,5.7,2025-10-17 17:59:15.791218
598,9.4,2025-10-17 17:59:15.791218
599,7.3,2025-10-17 17:59:15.791218
600,7.0,2025-10-17 17:59:15.791218
601,4.3,2025-10-17 17:59:15.791218
602,5.7,2025-10-17 17:59:15.791218
603,9.7,2025-10-17 17:59:15.791218
604,1.5,2025-10-17 17:59:15.791218
605,6.4,2025-10-17 17:59:15.791218
606,6.5,2025-10-17 17:59:15.791218
607,5.7,2025-10-17 17:59:15.791218
608,6.1,2025-10-17 17:59:15.791218
609,1.3,2025-10-17 17:59:15.791218
610,9.5,2025-10-17 17:59:15.791218
611,5.6,2025-10-17 17:59:15.791218
612,9.1,2025-10-17 17:59:15.791218
613,4.6,2025-10-17 17:59:15.791218
614,5.3,2025-10-17 17:59:15.791218
615,6.0,2025-10-17 17:59:15.791218
616,8.6,2025-10-17 17:59:15.791218
617,1.6,2025-10-17 17:59:15.791218
618,5.3,2025-10-17 17:59:15.791218
619,6.1,2025-10-17 17:59:15.791218
620,6.2,2025-10-17 17:59:15.791218
621,8.0,2025-10-17 17:59:15.791218
622,2.6,2025-10-17 17:59:15.791218
623,9.3,2025-10-17 17:59:15.791218
624,7.3,2025-10-17 17:59:15.791218
625,6.3,2025-10-17 17:59:15.791218
626,4.6,2025-10-17 17:59:15.791218
627,8.3,2025-10-17 17:59:15.791218
628,8.4,2025-10-17 17:59:15.791218
629,3.6,2025-10-17 17:59:15.791218
630,7.6,2025-10-17 17:59:15.791218
631,3.3,2025-10-17 17:59:15.791218
632,2.2,2025-10-17 17:59:15.791218
633,2.6,2025-10-17 17:59:15.791218
634,8.4,2025-10-17 17:59:15.791218
635,6.0,2025-10-17 17:59:15.791218
