Movie ID,Movie Title,Rating ID,Rating Value,Created At
630,The Wizard of Oz,110035,7.0,2025-10-17 18:02:48
630,The Wizard of Oz,110034,5.4,2025-10-17 18:02:48
630,The Wizard of Oz,110033,9.9,2025-10-17 18:02:48
630,The Wizard of Oz,110032,4.9,2025-10-17 18:02:48
630,The Wizard of Oz,110031,9.9,2025-10-17 18:02:48
10674,Mulan,110030,2.6,2025-10-17 18:02:48
10674,Mulan,110029,7.7,2025-10-17 18:02:48
10674,Mulan,110028,9.4,2025-10-17 18:02:48
10674,Mulan,110027,8.8,2025-10-17 18:02:48
10674,Mulan,110026,7.8,2025-10-17 18:02:48
10674,Mulan,110025,4.7,2025-10-17 18:02:48
10674,Mulan,110024,6.7,2025-10-17 18:02:48
10674,Mulan,110023,4.7,2025-10-17 18:02:48
10674,Mulan,110022,8.1,2025-10-17 18:02:48
10674,Mulan,110021,2.2,2025-10-17 18:02:48
10674,Mulan,110020,6.5,2025-10-17 18:02:48
10674,Mulan,110019,8.9,2025-10-17 18:02:48
13448,Angels & Demons,110018,4.6,2025-10-17 18:02:48
13448,Angels & Demons,110017,7.1,2025-10-17 18:02:48
13448,Angels & Demons,110016,4.3,2025-10-17 18:02:48
13448,Angels & Demons,110015,2.9,2025-10-17 18:02:48
13448,Angels & Demons,110014,4.4,2025-10-17 18:02:48
13448,Angels & Demons,110013,4.0,2025-10-17 18:02:48
13448,Angels & Demons,110012,4.3,2025-10-17 18:02:48
13448,Angels & Demons,110011,1.2,2025-10-17 18:02:48
13448,Angels & Demons,110010,4.0,2025-10-17 18:02:48
13448,Angels & Demons,110009,3.7,2025-10-17 18:02:48
13448,Angels & Demons,110008,1.3,2025-10-17 18:02:48
13448,Angels & Demons,110007,1.6,2025-10-17 18:02:48
13448,Angels & Demons,110006,7.2,2025-10-17 18:02:48
13448,Angels & Demons,110005,8.9,2025-10-17 18:02:48
13448,Angels & Demons,110004,6.1,2025-10-17 18:02:48
13448,Angels & Demons,110003,8.4,2025-10-17 18:02:48
13448,Angels & Demons,110002,4.6,2025-10-17 18:02:48
13448,Angels & Demons,110001,5.6,2025-10-17 18:02:48
13448,Angels & Demons,110000,4.3,2025-10-17 18:02:48
13448,Angels & Demons,109999,2.9,2025-10-17 18:02:48
13448,Angels & Demons,109998,9.3,2025-10-17 18:02:48
13448,Angels & Demons,109997,5.1,2025-10-17 18:02:48
13448,Angels & Demons,109996,1.3,2025-10-17 18:02:48
13448,Angels & Demons,109995,6.4,2025-10-17 18:02:48
13448,Angels & Demons,109994,3.9,2025-10-17 18:02:48
13448,Angels & Demons,109993,8.5,2025-10-17 18:02:48
13448,Angels & Demons,109992,5.2,2025-10-17 18:02:48
13448,Angels & Demons,109991,2.5,2025-10-17 18:02:48
13448,Angels & Demons,109990,7.9,2025-10-17 18:02:48
13448,Angels & Demons,109989,6.4,2025-10-17 18:02:48
13448,Angels & Demons,109988,3.9,2025-10-17 18:02:48
13448,Angels & Demons,109987,2.8,2025-10-17 18:02:48
13448,Angels & Demons,109986,7.0,2025-10-17 18:02:48
13448,Angels & Demons,109985,6.2,2025-10-17 18:02:48
13448,Angels & Demons,109984,7.0,2025-10-17 18:02:48
13448,Angels & Demons,109983,8.6,2025-10-17 18:02:48
13448,Angels & Demons,109982,6.5,2025-10-17 18:02:48
13448,Angels & Demons,109981,5.2,2025-10-17 18:02:48
13448,Angels & Demons,109980,7.4,2025-10-17 18:02:48
13448,Angels & Demons,109979,3.3,2025-10-17 18:02:48
13448,Angels & Demons,109978,3.4,2025-10-17 18:02:48
13448,Angels & Demons,109977,2.8,2025-10-17 18:02:48
13448,Angels & Demons,109976,3.1,2025-10-17 18:02:48
13448,Angels & Demons,109975,7.9,2025-10-17 18:02:48
13448,Angels & Demons,109974,8.2,2025-10-17 18:02:48
13448,Angels & Demons,109973,6.5,2025-10-17 18:02:48
13448,Angels & Demons,109972,3.4,2025-10-17 18:02:48
621,Grease,109971,2.4,2025-10-17 18:02:48
621,Grease,109970,2.6,2025-10-17 18:02:48
621,Grease,109969,2.2,2025-10-17 18:02:48
621,Grease,109968,8.0,2025-10-17 18:02:48
621,Grease,109967,4.7,2025-10-17 18:02:48
621,Grease,109966,6.3,2025-10-17 18:02:48
621,Grease,109965,7.7,2025-10-17 18:02:48
621,Grease,109964,5.7,2025-10-17 18:02:48
621,Grease,109963,3.1,2025-10-17 18:02:48
621,Grease,109962,9.6,2025-10-17 18:02:48
621,Grease,109961,3.8,2025-10-17 18:02:48
621,Grease,109960,2.4,2025-10-17 18:02:48
621,Grease,109959,1.3,2025-10-17 18:02:48
621,Grease,109958,4.0,2025-10-17 18:02:48
621,Grease,109957,8.2,2025-10-17 18:02:48
621,Grease,109956,6.2,2025-10-17 18:02:48
621,Grease,109955,7.3,2025-10-17 18:02:48
621,Grease,109954,2.3,2025-10-17 18:02:48
621,Grease,109953,4.6,2025-10-17 18:02:48
621,Grease,109952,5.5,2025-10-17 18:02:48
621,Grease,109951,9.2,2025-10-17 18:02:48
621,Grease,109950,4.6,2025-10-17 18:02:48
621,Grease,109949,8.2,2025-10-17 18:02:48
621,Grease,109948,9.7,2025-10-17 18:02:48
621,Grease,109947,9.3,2025-10-17 18:02:48
621,Grease,109946,8.5,2025-10-17 18:02:48
621,Grease,109945,4.5,2025-10-17 18:02:48
621,Grease,109944,1.2,2025-10-17 18:02:48
621,Grease,109943,6.1,2025-10-17 18:02:48
621,Grease,109942,3.4,2025-10-17 18:02:48
621,Grease,109941,1.5,2025-10-17 18:02:48
621,Grease,109940,7.9,2025-10-17 18:02:48
621,Grease,109939,5.0,2025-10-17 18:02:48
621,Grease,109938,7.2,2025-10-17 18:02:48
621,Grease,109937,9.6,2025-10-17 18:02:48
621,Grease,109936,6.3,2025-10-17 18:02:48
621,Grease,109935,4.2,2025-10-17 18:02:48
621,Grease,109934,1.0,2025-10-17 18:02:48
621,Grease,109933,9.4,2025-10-17 18:02:48
621,Grease,109932,1.3,2025-10-17 18:02:48
621,Grease,109931,8.3,2025-10-17 18:02:48
621,Grease,109930,5.3,2025-10-17 18:02:48
621,Grease,109929,9.4,2025-10-17 18:02:48
621,Grease,109928,3.4,2025-10-17 18:02:48
621,Grease,109927,5.5,2025-10-17 18:02:48
621,Grease,109926,8.6,2025-10-17 18:02:48
621,Grease,109925,3.4,2025-10-17 18:02:48
621,Grease,109924,1.3,2025-10-17 18:02:48
621,Grease,109923,4.6,2025-10-17 18:02:48
679,Aliens,109922,5.8,2025-10-17 18:02:48
679,Aliens,109921,1.4,2025-10-17 18:02:48
679,Aliens,109920,1.1,2025-10-17 18:02:48
679,Aliens,109919,6.5,2025-10-17 18:02:48
679,Aliens,109918,3.7,2025-10-17 18:02:48
679,Aliens,109917,6.5,2025-10-17 18:02:48
679,Aliens,109916,3.1,2025-10-17 18:02:48
679,Aliens,109915,4.7,2025-10-17 18:02:48
679,Aliens,109914,5.2,2025-10-17 18:02:48
679,Aliens,109913,3.6,2025-10-17 18:02:48
679,Aliens,109912,7.9,2025-10-17 18:02:48
679,Aliens,109911,2.3,2025-10-17 18:02:48
679,Aliens,109910,4.4,2025-10-17 18:02:48
75612,Oblivion,109909,4.4,2025-10-17 18:02:48
75612,Oblivion,109908,1.1,2025-10-17 18:02:48
75612,Oblivion,109907,2.3,2025-10-17 18:02:48
75612,Oblivion,109906,7.8,2025-10-17 18:02:48
75612,Oblivion,109905,7.9,2025-10-17 18:02:48
75612,Oblivion,109904,1.7,2025-10-17 18:02:48
75612,Oblivion,109903,9.6,2025-10-17 18:02:48
75612,Oblivion,109902,8.6,2025-10-17 18:02:48
75612,Oblivion,109901,9.4,2025-10-17 18:02:48
75612,Oblivion,109900,3.9,2025-10-17 18:02:48
75612,Oblivion,109899,8.2,2025-10-17 18:02:48
75612,Oblivion,109898,8.5,2025-10-17 18:02:48
75612,Oblivion,109897,1.3,2025-10-17 18:02:48
75612,Oblivion,109896,6.1,2025-10-17 18:02:48
75612,Oblivion,109895,6.5,2025-10-17 18:02:48
75612,Oblivion,109894,6.8,2025-10-17 18:02:48
75612,Oblivion,109893,2.4,2025-10-17 18:02:48
75612,Oblivion,109892,8.4,2025-10-17 18:02:48
75612,Oblivion,109891,3.2,2025-10-17 18:02:48
75612,Oblivion,109890,3.4,2025-10-17 18:02:48
75612,Oblivion,109889,3.2,2025-10-17 18:02:48
75612,Oblivion,109888,4.6,2025-10-17 18:02:48
75612,Oblivion,109887,7.9,2025-10-17 18:02:48
75612,Oblivion,109886,1.9,2025-10-17 18:02:48
75612,Oblivion,109885,9.4,2025-10-17 18:02:48
75612,Oblivion,109884,3.5,2025-10-17 18:02:48
75612,Oblivion,109883,8.0,2025-10-17 18:02:48
75612,Oblivion,109882,3.9,2025-10-17 18:02:48
75612,Oblivion,109881,3.1,2025-10-17 18:02:48
75612,Oblivion,109880,6.6,2025-10-17 18:02:48
75612,Oblivion,109879,5.6,2025-10-17 18:02:48
75612,Oblivion,109878,2.1,2025-10-17 18:02:48
75612,Oblivion,109877,7.8,2025-10-17 18:02:48
75612,Oblivion,109876,4.6,2025-10-17 18:02:48
100042,Dumb and Dumber To,109875,7.7,2025-10-17 18:02:48
100042,Dumb and Dumber To,109874,1.1,2025-10-17 18:02:48
100042,Dumb and Dumber To,109873,5.7,2025-10-17 18:02:48
100042,Dumb and Dumber To,109872,4.1,2025-10-17 18:02:48
100042,Dumb and Dumber To,109871,8.6,2025-10-17 18:02:48
100042,Dumb and Dumber To,109870,2.3,2025-10-17 18:02:48
100042,Dumb and Dumber To,109869,9.5,2025-10-17 18:02:48
100042,Dumb and Dumber To,109868,9.5,2025-10-17 18:02:48
100042,Dumb and Dumber To,109867,3.5,2025-10-17 18:02:48
100042,Dumb and Dumber To,109866,9.0,2025-10-17 18:02:48
100042,Dumb and Dumber To,109865,9.6,2025-10-17 18:02:48
100042,Dumb and Dumber To,109864,8.5,2025-10-17 18:02:48
568,Apollo 13,109863,3.1,2025-10-17 18:02:48
568,Apollo 13,109862,6.8,2025-10-17 18:02:48
568,Apollo 13,109861,2.8,2025-10-17 18:02:48
568,Apollo 13,109860,8.5,2025-10-17 18:02:48
568,Apollo 13,109859,6.3,2025-10-17 18:02:48
568,Apollo 13,109858,8.7,2025-10-17 18:02:48
568,Apollo 13,109857,5.6,2025-10-17 18:02:48
568,Apollo 13,109856,5.1,2025-10-17 18:02:48
568,Apollo 13,109855,6.3,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109854,6.7,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109853,9.7,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109852,7.0,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109851,2.8,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109850,7.8,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109849,4.1,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109848,6.8,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109847,9.1,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109846,5.1,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109845,8.8,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109844,8.1,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109843,4.3,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109842,5.4,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109841,7.9,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109840,8.0,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109839,3.8,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109838,7.6,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109837,1.2,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109836,3.6,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109835,5.2,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109834,5.5,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109833,9.1,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109832,4.3,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109831,6.9,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109830,8.5,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109829,2.0,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109828,7.8,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109827,5.2,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109826,6.6,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109825,4.9,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109824,3.1,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109823,2.6,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109822,4.3,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109821,2.6,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109820,6.3,2025-10-17 18:02:48
85,Raiders of the Lost Ark,109819,3.9,2025-10-17 18:02:48
70160,The Hunger Games,109818,2.7,2025-10-17 18:02:48
70160,The Hunger Games,109817,7.6,2025-10-17 18:02:48
70160,The Hunger Games,109816,2.8,2025-10-17 18:02:48
70160,The Hunger Games,109815,6.8,2025-10-17 18:02:48
70160,The Hunger Games,109814,9.8,2025-10-17 18:02:48
70160,The Hunger Games,109813,5.8,2025-10-17 18:02:48
70160,The Hunger Games,109812,1.6,2025-10-17 18:02:48
70160,The Hunger Games,109811,9.0,2025-10-17 18:02:48
70160,The Hunger Games,109810,4.9,2025-10-17 18:02:48
70160,The Hunger Games,109809,8.5,2025-10-17 18:02:48
70160,The Hunger Games,109808,1.1,2025-10-17 18:02:48
70160,The Hunger Games,109807,2.1,2025-10-17 18:02:48
70160,The Hunger Games,109806,8.8,2025-10-17 18:02:48
70160,The Hunger Games,109805,5.9,2025-10-17 18:02:48
70160,The Hunger Games,109804,6.3,2025-10-17 18:02:48
70160,The Hunger Games,109803,5.0,2025-10-17 18:02:48
70160,The Hunger Games,109802,6.4,2025-10-17 18:02:48
70160,The Hunger Games,109801,5.8,2025-10-17 18:02:48
70160,The Hunger Games,109800,8.9,2025-10-17 18:02:48
70160,The Hunger Games,109799,8.3,2025-10-17 18:02:48
70160,The Hunger Games,109798,3.4,2025-10-17 18:02:48
70160,The Hunger Games,109797,5.6,2025-10-17 18:02:48
70160,The Hunger Games,109796,1.8,2025-10-17 18:02:48
70160,The Hunger Games,109795,7.9,2025-10-17 18:02:48
70160,The Hunger Games,109794,1.2,2025-10-17 18:02:48
70160,The Hunger Games,109793,6.6,2025-10-17 18:02:48
70160,The Hunger Games,109792,9.5,2025-10-17 18:02:48
70160,The Hunger Games,109791,4.3,2025-10-17 18:02:48
70160,The Hunger Games,109790,3.0,2025-10-17 18:02:48
273248,The Hateful Eight,109789,9.8,2025-10-17 18:02:48
273248,The Hateful Eight,109788,2.9,2025-10-17 18:02:48
273248,The Hateful Eight,109787,9.8,2025-10-17 18:02:48
273248,The Hateful Eight,109786,8.6,2025-10-17 18:02:48
273248,The Hateful Eight,109785,1.7,2025-10-17 18:02:48
273248,The Hateful Eight,109784,4.1,2025-10-17 18:02:48
273248,The Hateful Eight,109783,3.8,2025-10-17 18:02:48
273248,The Hateful Eight,109782,4.1,2025-10-17 18:02:48
273248,The Hateful Eight,109781,4.8,2025-10-17 18:02:48
273248,The Hateful Eight,109780,9.6,2025-10-17 18:02:48
273248,The Hateful Eight,109779,4.4,2025-10-17 18:02:48
273248,The Hateful Eight,109778,4.7,2025-10-17 18:02:48
273248,The Hateful Eight,109777,1.1,2025-10-17 18:02:48
273248,The Hateful Eight,109776,2.8,2025-10-17 18:02:48
273248,The Hateful Eight,109775,6.2,2025-10-17 18:02:48
273248,The Hateful Eight,109774,3.9,2025-10-17 18:02:48
273248,The Hateful Eight,109773,6.8,2025-10-17 18:02:48
273248,The Hateful Eight,109772,3.0,2025-10-17 18:02:48
214756,Ted 2,109771,8.4,2025-10-17 18:02:48
214756,Ted 2,109770,2.2,2025-10-17 18:02:48
214756,Ted 2,109769,9.4,2025-10-17 18:02:48
214756,Ted 2,109768,6.9,2025-10-17 18:02:48
214756,Ted 2,109767,5.8,2025-10-17 18:02:48
214756,Ted 2,109766,8.1,2025-10-17 18:02:48
214756,Ted 2,109765,4.3,2025-10-17 18:02:48
214756,Ted 2,109764,8.0,2025-10-17 18:02:48
214756,Ted 2,109763,2.5,2025-10-17 18:02:48
214756,Ted 2,109762,4.2,2025-10-17 18:02:48
214756,Ted 2,109761,8.6,2025-10-17 18:02:48
214756,Ted 2,109760,5.9,2025-10-17 18:02:48
214756,Ted 2,109759,2.5,2025-10-17 18:02:48
214756,Ted 2,109758,9.7,2025-10-17 18:02:48
214756,Ted 2,109757,6.8,2025-10-17 18:02:48
214756,Ted 2,109756,2.3,2025-10-17 18:02:48
214756,Ted 2,109755,9.3,2025-10-17 18:02:48
214756,Ted 2,109754,5.5,2025-10-17 18:02:48
214756,Ted 2,109753,3.0,2025-10-17 18:02:48
214756,Ted 2,109752,1.5,2025-10-17 18:02:48
214756,Ted 2,109751,5.1,2025-10-17 18:02:48
214756,Ted 2,109750,8.1,2025-10-17 18:02:48
214756,Ted 2,109749,8.1,2025-10-17 18:02:48
214756,Ted 2,109748,8.8,2025-10-17 18:02:48
214756,Ted 2,109747,1.1,2025-10-17 18:02:48
214756,Ted 2,109746,6.8,2025-10-17 18:02:48
214756,Ted 2,109745,7.6,2025-10-17 18:02:48
214756,Ted 2,109744,6.7,2025-10-17 18:02:48
214756,Ted 2,109743,4.0,2025-10-17 18:02:48
214756,Ted 2,109742,9.4,2025-10-17 18:02:48
214756,Ted 2,109741,5.8,2025-10-17 18:02:48
214756,Ted 2,109740,6.3,2025-10-17 18:02:48
214756,Ted 2,109739,9.6,2025-10-17 18:02:48
214756,Ted 2,109738,6.0,2025-10-17 18:02:48
214756,Ted 2,109737,3.9,2025-10-17 18:02:48
214756,Ted 2,109736,4.8,2025-10-17 18:02:48
214756,Ted 2,109735,7.9,2025-10-17 18:02:48
214756,Ted 2,109734,5.4,2025-10-17 18:02:48
214756,Ted 2,109733,5.4,2025-10-17 18:02:48
214756,Ted 2,109732,3.2,2025-10-17 18:02:48
214756,Ted 2,109731,7.1,2025-10-17 18:02:48
214756,Ted 2,109730,6.5,2025-10-17 18:02:48
214756,Ted 2,109729,8.1,2025-10-17 18:02:48
214756,Ted 2,109728,1.7,2025-10-17 18:02:48
214756,Ted 2,109727,3.4,2025-10-17 18:02:48
214756,Ted 2,109726,2.5,2025-10-17 18:02:48
214756,Ted 2,109725,3.9,2025-10-17 18:02:48
214756,Ted 2,109724,8.1,2025-10-17 18:02:48
214756,Ted 2,109723,7.8,2025-10-17 18:02:48
38055,Megamind,109722,9.3,2025-10-17 18:02:48
38055,Megamind,109721,3.6,2025-10-17 18:02:48
38055,Megamind,109720,2.4,2025-10-17 18:02:48
38055,Megamind,109719,8.1,2025-10-17 18:02:48
38055,Megamind,109718,3.3,2025-10-17 18:02:48
38055,Megamind,109717,6.2,2025-10-17 18:02:48
38055,Megamind,109716,2.6,2025-10-17 18:02:48
38055,Megamind,109715,4.9,2025-10-17 18:02:48
38055,Megamind,109714,8.9,2025-10-17 18:02:48
38055,Megamind,109713,4.6,2025-10-17 18:02:48
38055,Megamind,109712,6.5,2025-10-17 18:02:48
38055,Megamind,109711,3.5,2025-10-17 18:02:48
38055,Megamind,109710,5.8,2025-10-17 18:02:48
38055,Megamind,109709,8.5,2025-10-17 18:02:48
38055,Megamind,109708,6.4,2025-10-17 18:02:48
38055,Megamind,109707,7.6,2025-10-17 18:02:48
38055,Megamind,109706,9.4,2025-10-17 18:02:48
38055,Megamind,109705,4.9,2025-10-17 18:02:48
38055,Megamind,109704,5.5,2025-10-17 18:02:48
38055,Megamind,109703,1.9,2025-10-17 18:02:48
38055,Megamind,109702,8.3,2025-10-17 18:02:48
38055,Megamind,109701,1.0,2025-10-17 18:02:48
38055,Megamind,109700,1.9,2025-10-17 18:02:48
38055,Megamind,109699,8.3,2025-10-17 18:02:48
259693,The Conjuring 2,109698,8.9,2025-10-17 18:02:48
259693,The Conjuring 2,109697,3.9,2025-10-17 18:02:48
259693,The Conjuring 2,109696,9.8,2025-10-17 18:02:48
259693,The Conjuring 2,109695,5.9,2025-10-17 18:02:48
259693,The Conjuring 2,109694,9.6,2025-10-17 18:02:48
259693,The Conjuring 2,109693,4.8,2025-10-17 18:02:48
259693,The Conjuring 2,109692,2.6,2025-10-17 18:02:48
259693,The Conjuring 2,109691,5.9,2025-10-17 18:02:48
259693,The Conjuring 2,109690,1.3,2025-10-17 18:02:48
259693,The Conjuring 2,109689,7.7,2025-10-17 18:02:48
259693,The Conjuring 2,109688,8.8,2025-10-17 18:02:48
259693,The Conjuring 2,109687,1.1,2025-10-17 18:02:48
259693,The Conjuring 2,109686,8.2,2025-10-17 18:02:48
259693,The Conjuring 2,109685,2.0,2025-10-17 18:02:48
259693,The Conjuring 2,109684,2.8,2025-10-17 18:02:48
259693,The Conjuring 2,109683,8.1,2025-10-17 18:02:48
259693,The Conjuring 2,109682,3.9,2025-10-17 18:02:48
259693,The Conjuring 2,109681,6.6,2025-10-17 18:02:48
259693,The Conjuring 2,109680,7.8,2025-10-17 18:02:48
259693,The Conjuring 2,109679,7.2,2025-10-17 18:02:48
259693,The Conjuring 2,109678,7.8,2025-10-17 18:02:48
259693,The Conjuring 2,109677,5.3,2025-10-17 18:02:48
259693,The Conjuring 2,109676,1.7,2025-10-17 18:02:48
259693,The Conjuring 2,109675,5.1,2025-10-17 18:02:48
259693,The Conjuring 2,109674,7.4,2025-10-17 18:02:48
259693,The Conjuring 2,109673,9.7,2025-10-17 18:02:48
259693,The Conjuring 2,109672,7.6,2025-10-17 18:02:48
259693,The Conjuring 2,109671,8.1,2025-10-17 18:02:48
259693,The Conjuring 2,109670,7.7,2025-10-17 18:02:48
259693,The Conjuring 2,109669,3.8,2025-10-17 18:02:48
259693,The Conjuring 2,109668,8.2,2025-10-17 18:02:48
259693,The Conjuring 2,109667,8.3,2025-10-17 18:02:48
259693,The Conjuring 2,109666,6.3,2025-10-17 18:02:48
259693,The Conjuring 2,109665,5.1,2025-10-17 18:02:48
259693,The Conjuring 2,109664,7.1,2025-10-17 18:02:48
259693,The Conjuring 2,109663,2.4,2025-10-17 18:02:48
259693,The Conjuring 2,109662,1.4,2025-10-17 18:02:48
259693,The Conjuring 2,109661,7.3,2025-10-17 18:02:48
259693,The Conjuring 2,109660,6.2,2025-10-17 18:02:48
259693,The Conjuring 2,109659,2.4,2025-10-17 18:02:48
259693,The Conjuring 2,109658,9.2,2025-10-17 18:02:48
259693,The Conjuring 2,109657,8.4,2025-10-17 18:02:48
259693,The Conjuring 2,109656,8.8,2025-10-17 18:02:48
259693,The Conjuring 2,109655,4.1,2025-10-17 18:02:48
259693,The Conjuring 2,109654,2.5,2025-10-17 18:02:48
259693,The Conjuring 2,109653,7.8,2025-10-17 18:02:48
72105,Ted,109652,9.6,2025-10-17 18:02:48
72105,Ted,109651,5.8,2025-10-17 18:02:48
72105,Ted,109650,3.0,2025-10-17 18:02:48
72105,Ted,109649,8.5,2025-10-17 18:02:48
72105,Ted,109648,6.7,2025-10-17 18:02:48
72105,Ted,109647,1.7,2025-10-17 18:02:48
72105,Ted,109646,4.5,2025-10-17 18:02:48
72105,Ted,109645,8.1,2025-10-17 18:02:48
72105,Ted,109644,8.2,2025-10-17 18:02:48
72105,Ted,109643,3.0,2025-10-17 18:02:48
72105,Ted,109642,4.3,2025-10-17 18:02:48
72105,Ted,109641,2.6,2025-10-17 18:02:48
72105,Ted,109640,5.3,2025-10-17 18:02:48
72105,Ted,109639,2.1,2025-10-17 18:02:48
72105,Ted,109638,2.7,2025-10-17 18:02:48
72105,Ted,109637,7.5,2025-10-17 18:02:48
72105,Ted,109636,6.3,2025-10-17 18:02:48
72105,Ted,109635,3.5,2025-10-17 18:02:48
72105,Ted,109634,7.7,2025-10-17 18:02:48
72105,Ted,109633,4.4,2025-10-17 18:02:48
72105,Ted,109632,7.0,2025-10-17 18:02:48
72105,Ted,109631,7.2,2025-10-17 18:02:48
72105,Ted,109630,5.6,2025-10-17 18:02:48
72105,Ted,109629,6.9,2025-10-17 18:02:48
72105,Ted,109628,6.7,2025-10-17 18:02:48
72105,Ted,109627,8.8,2025-10-17 18:02:48
72105,Ted,109626,9.0,2025-10-17 18:02:48
72105,Ted,109625,7.0,2025-10-17 18:02:48
72105,Ted,109624,6.5,2025-10-17 18:02:48
72105,Ted,109623,3.9,2025-10-17 18:02:48
72105,Ted,109622,9.1,2025-10-17 18:02:48
72105,Ted,109621,8.1,2025-10-17 18:02:48
72105,Ted,109620,5.0,2025-10-17 18:02:48
72105,Ted,109619,9.2,2025-10-17 18:02:48
70981,Prometheus,109618,7.5,2025-10-17 18:02:48
70981,Prometheus,109617,4.4,2025-10-17 18:02:48
70981,Prometheus,109616,4.5,2025-10-17 18:02:48
70981,Prometheus,109615,4.0,2025-10-17 18:02:48
70981,Prometheus,109614,8.9,2025-10-17 18:02:48
70981,Prometheus,109613,9.3,2025-10-17 18:02:48
70981,Prometheus,109612,2.0,2025-10-17 18:02:48
70981,Prometheus,109611,5.3,2025-10-17 18:02:48
70981,Prometheus,109610,4.3,2025-10-17 18:02:48
70981,Prometheus,109609,9.0,2025-10-17 18:02:48
70981,Prometheus,109608,4.7,2025-10-17 18:02:48
70981,Prometheus,109607,1.6,2025-10-17 18:02:48
70981,Prometheus,109606,1.5,2025-10-17 18:02:48
70981,Prometheus,109605,4.5,2025-10-17 18:02:48
70981,Prometheus,109604,6.5,2025-10-17 18:02:48
70981,Prometheus,109603,5.1,2025-10-17 18:02:48
