ID,Rating Value,Created At
109724,8.1,2025-10-17 18:02:48
109723,7.8,2025-10-17 18:02:48
109722,9.3,2025-10-17 18:02:48
109721,3.6,2025-10-17 18:02:48
109720,2.4,2025-10-17 18:02:48
109719,8.1,2025-10-17 18:02:48
109718,3.3,2025-10-17 18:02:48
109717,6.2,2025-10-17 18:02:48
109716,2.6,2025-10-17 18:02:48
109715,4.9,2025-10-17 18:02:48
109714,8.9,2025-10-17 18:02:48
109713,4.6,2025-10-17 18:02:48
109712,6.5,2025-10-17 18:02:48
109711,3.5,2025-10-17 18:02:48
109710,5.8,2025-10-17 18:02:48
109709,8.5,2025-10-17 18:02:48
109708,6.4,2025-10-17 18:02:48
109707,7.6,2025-10-17 18:02:48
109706,9.4,2025-10-17 18:02:48
109705,4.9,2025-10-17 18:02:48
109704,5.5,2025-10-17 18:02:48
109703,1.9,2025-10-17 18:02:48
109702,8.3,2025-10-17 18:02:48
109701,1.0,2025-10-17 18:02:48
109700,1.9,2025-10-17 18:02:48
109699,8.3,2025-10-17 18:02:48
109698,8.9,2025-10-17 18:02:48
109697,3.9,2025-10-17 18:02:48
109696,9.8,2025-10-17 18:02:48
109695,5.9,2025-10-17 18:02:48
109694,9.6,2025-10-17 18:02:48
109693,4.8,2025-10-17 18:02:48
109692,2.6,2025-10-17 18:02:48
109691,5.9,2025-10-17 18:02:48
109690,1.3,2025-10-17 18:02:48
109689,7.7,2025-10-17 18:02:48
109688,8.8,2025-10-17 18:02:48
109687,1.1,2025-10-17 18:02:48
109686,8.2,2025-10-17 18:02:48
109685,2.0,2025-10-17 18:02:48
109684,2.8,2025-10-17 18:02:48
109683,8.1,2025-10-17 18:02:48
109682,3.9,2025-10-17 18:02:48
109681,6.6,2025-10-17 18:02:48
109680,7.8,2025-10-17 18:02:48
109679,7.2,2025-10-17 18:02:48
109678,7.8,2025-10-17 18:02:48
109677,5.3,2025-10-17 18:02:48
109676,1.7,2025-10-17 18:02:48
109675,5.1,2025-10-17 18:02:48
109674,7.4,2025-10-17 18:02:48
109673,9.7,2025-10-17 18:02:48
109672,7.6,2025-10-17 18:02:48
109671,8.1,2025-10-17 18:02:48
109670,7.7,2025-10-17 18:02:48
109669,3.8,2025-10-17 18:02:48
109668,8.2,2025-10-17 18:02:48
109667,8.3,2025-10-17 18:02:48
109666,6.3,2025-10-17 18:02:48
109665,5.1,2025-10-17 18:02:48
109664,7.1,2025-10-17 18:02:48
109663,2.4,2025-10-17 18:02:48
109662,1.4,2025-10-17 18:02:48
109661,7.3,2025-10-17 18:02:48
109660,6.2,2025-10-17 18:02:48
109659,2.4,2025-10-17 18:02:48
109658,9.2,2025-10-17 18:02:48
109657,8.4,2025-10-17 18:02:48
109656,8.8,2025-10-17 18:02:48
109655,4.1,2025-10-17 18:02:48
109654,2.5,2025-10-17 18:02:48
109653,7.8,2025-10-17 18:02:48
109652,9.6,2025-10-17 18:02:48
109651,5.8,2025-10-17 18:02:48
109650,3.0,2025-10-17 18:02:48
109649,8.5,2025-10-17 18:02:48
109648,6.7,2025-10-17 18:02:48
109647,1.7,2025-10-17 18:02:48
109646,4.5,2025-10-17 18:02:48
109645,8.1,2025-10-17 18:02:48
109644,8.2,2025-10-17 18:02:48
109643,3.0,2025-10-17 18:02:48
109642,4.3,2025-10-17 18:02:48
109641,2.6,2025-10-17 18:02:48
109640,5.3,2025-10-17 18:02:48
109639,2.1,2025-10-17 18:02:48
109638,2.7,2025-10-17 18:02:48
109637,7.5,2025-10-17 18:02:48
109636,6.3,2025-10-17 18:02:48
109635,3.5,2025-10-17 18:02:48
109634,7.7,2025-10-17 18:02:48
109633,4.4,2025-10-17 18:02:48
109632,7.0,2025-10-17 18:02:48
109631,7.2,2025-10-17 18:02:48
109630,5.6,2025-10-17 18:02:48
109629,6.9,2025-10-17 18:02:48
109628,6.7,2025-10-17 18:02:48
109627,8.8,2025-10-17 18:02:48
109626,9.0,2025-10-17 18:02:48
109625,7.0,2025-10-17 18:02:48
109624,6.5,2025-10-17 18:02:48
109623,3.9,2025-10-17 18:02:48
109622,9.1,2025-10-17 18:02:48
109621,8.1,2025-10-17 18:02:48
109620,5.0,2025-10-17 18:02:48
109619,9.2,2025-10-17 18:02:48
109618,7.5,2025-10-17 18:02:48
109617,4.4,2025-10-17 18:02:48
109616,4.5,2025-10-17 18:02:48
109615,4.0,2025-10-17 18:02:48
109614,8.9,2025-10-17 18:02:48
109613,9.3,2025-10-17 18:02:48
109612,2.0,2025-10-17 18:02:48
109611,5.3,2025-10-17 18:02:48
109610,4.3,2025-10-17 18:02:48
109609,9.0,2025-10-17 18:02:48
109608,4.7,2025-10-17 18:02:48
109607,1.6,2025-10-17 18:02:48
109606,1.5,2025-10-17 18:02:48
109605,4.5,2025-10-17 18:02:48
109604,6.5,2025-10-17 18:02:48
109603,5.1,2025-10-17 18:02:48
109602,5.9,2025-10-17 18:02:48
109601,4.9,2025-10-17 18:02:48
109600,4.0,2025-10-17 18:02:48
109599,5.4,2025-10-17 18:02:48
109598,3.9,2025-10-17 18:02:48
109597,3.1,2025-10-17 18:02:48
109596,5.5,2025-10-17 18:02:48
109595,2.9,2025-10-17 18:02:48
109594,7.7,2025-10-17 18:02:48
109593,1.2,2025-10-17 18:02:48
109592,8.7,2025-10-17 18:02:48
109591,4.6,2025-10-17 18:02:48
109590,2.4,2025-10-17 18:02:48
109589,2.0,2025-10-17 18:02:48
109588,5.8,2025-10-17 18:02:48
109587,1.5,2025-10-17 18:02:48
109586,4.3,2025-10-17 18:02:48
109585,3.1,2025-10-17 18:02:48
109584,6.2,2025-10-17 18:02:48
109583,5.7,2025-10-17 18:02:48
109582,8.4,2025-10-17 18:02:48
109581,6.0,2025-10-17 18:02:48
109580,1.3,2025-10-17 18:02:48
109579,2.2,2025-10-17 18:02:48
109578,5.9,2025-10-17 18:02:48
109577,5.0,2025-10-17 18:02:48
109576,5.8,2025-10-17 18:02:48
109575,2.7,2025-10-17 18:02:48
109574,6.2,2025-10-17 18:02:48
109573,5.0,2025-10-17 18:02:48
109572,6.2,2025-10-17 18:02:48
109571,4.3,2025-10-17 18:02:48
109570,1.7,2025-10-17 18:02:48
109569,6.1,2025-10-17 18:02:48
109568,5.4,2025-10-17 18:02:48
109567,7.0,2025-10-17 18:02:48
109566,3.4,2025-10-17 18:02:48
109565,6.2,2025-10-17 18:02:48
109564,1.3,2025-10-17 18:02:48
109563,6.4,2025-10-17 18:02:48
109562,6.3,2025-10-17 18:02:48
109561,1.3,2025-10-17 18:02:48
109560,2.1,2025-10-17 18:02:48
109559,2.9,2025-10-17 18:02:48
109558,9.7,2025-10-17 18:02:48
109557,8.5,2025-10-17 18:02:48
109556,4.0,2025-10-17 18:02:48
109555,5.8,2025-10-17 18:02:48
109554,4.5,2025-10-17 18:02:48
109553,1.0,2025-10-17 18:02:48
109552,6.1,2025-10-17 18:02:48
109551,4.5,2025-10-17 18:02:48
109550,5.4,2025-10-17 18:02:48
109549,6.0,2025-10-17 18:02:48
109548,3.3,2025-10-17 18:02:48
109547,2.7,2025-10-17 18:02:48
109546,5.1,2025-10-17 18:02:48
109545,5.6,2025-10-17 18:02:48
109544,2.3,2025-10-17 18:02:48
109543,4.2,2025-10-17 18:02:48
109542,4.5,2025-10-17 18:02:48
109541,9.2,2025-10-17 18:02:48
109540,1.3,2025-10-17 18:02:48
109539,8.3,2025-10-17 18:02:48
109538,5.7,2025-10-17 18:02:48
109537,4.7,2025-10-17 18:02:48
109536,7.2,2025-10-17 18:02:48
109535,7.0,2025-10-17 18:02:48
109534,8.7,2025-10-17 18:02:48
109533,9.7,2025-10-17 18:02:48
109532,8.5,2025-10-17 18:02:48
109531,9.3,2025-10-17 18:02:48
109530,9.1,2025-10-17 18:02:48
109529,7.9,2025-10-17 18:02:48
109528,3.8,2025-10-17 18:02:48
109527,3.0,2025-10-17 18:02:48
109526,7.9,2025-10-17 18:02:48
109525,6.4,2025-10-17 18:02:48
109524,3.6,2025-10-17 18:02:48
109523,5.5,2025-10-17 18:02:48
109522,5.3,2025-10-17 18:02:48
109521,6.9,2025-10-17 18:02:48
109520,9.1,2025-10-17 18:02:48
109519,4.2,2025-10-17 18:02:48
109518,4.4,2025-10-17 18:02:48
109517,3.3,2025-10-17 18:02:48
109516,9.5,2025-10-17 18:02:48
109515,7.8,2025-10-17 18:02:48
109514,2.7,2025-10-17 18:02:48
109513,2.4,2025-10-17 18:02:48
109512,5.2,2025-10-17 18:02:48
109511,9.5,2025-10-17 18:02:48
109510,8.9,2025-10-17 18:02:48
109509,3.8,2025-10-17 18:02:48
109508,2.8,2025-10-17 18:02:48
109507,5.1,2025-10-17 18:02:48
109506,2.9,2025-10-17 18:02:48
109505,9.8,2025-10-17 18:02:48
109504,7.4,2025-10-17 18:02:48
109503,6.0,2025-10-17 18:02:48
109502,9.3,2025-10-17 18:02:48
109501,4.1,2025-10-17 18:02:48
109500,3.4,2025-10-17 18:02:48
109499,4.4,2025-10-17 18:02:48
109498,2.7,2025-10-17 18:02:48
109497,4.3,2025-10-17 18:02:48
109496,5.2,2025-10-17 18:02:48
109495,9.5,2025-10-17 18:02:48
109494,5.5,2025-10-17 18:02:48
109493,7.6,2025-10-17 18:02:48
109492,1.6,2025-10-17 18:02:48
109491,1.4,2025-10-17 18:02:48
109490,5.2,2025-10-17 18:02:48
109489,5.7,2025-10-17 18:02:48
109488,4.3,2025-10-17 18:02:48
109487,3.5,2025-10-17 18:02:48
109486,6.0,2025-10-17 18:02:48
109485,1.9,2025-10-17 18:02:48
109484,2.7,2025-10-17 18:02:48
109483,3.7,2025-10-17 18:02:48
109482,8.7,2025-10-17 18:02:48
109481,1.6,2025-10-17 18:02:48
109480,3.9,2025-10-17 18:02:48
109479,1.7,2025-10-17 18:02:48
109478,8.3,2025-10-17 18:02:48
109477,8.4,2025-10-17 18:02:48
109476,8.5,2025-10-17 18:02:48
109475,8.8,2025-10-17 18:02:48
109474,3.8,2025-10-17 18:02:48
109473,6.6,2025-10-17 18:02:48
109472,3.4,2025-10-17 18:02:48
109471,4.7,2025-10-17 18:02:48
109470,4.1,2025-10-17 18:02:48
109469,2.1,2025-10-17 18:02:48
109468,6.7,2025-10-17 18:02:48
109467,8.5,2025-10-17 18:02:48
109466,2.5,2025-10-17 18:02:48
109465,4.0,2025-10-17 18:02:48
109464,4.7,2025-10-17 18:02:48
109463,3.4,2025-10-17 18:02:48
109462,1.1,2025-10-17 18:02:48
109461,6.1,2025-10-17 18:02:48
109460,3.0,2025-10-17 18:02:48
109459,5.6,2025-10-17 18:02:48
109458,3.9,2025-10-17 18:02:48
109457,9.3,2025-10-17 18:02:48
109456,7.8,2025-10-17 18:02:48
109455,3.3,2025-10-17 18:02:48
109454,8.5,2025-10-17 18:02:48
109453,4.3,2025-10-17 18:02:48
109452,6.0,2025-10-17 18:02:48
109451,6.6,2025-10-17 18:02:48
109450,5.3,2025-10-17 18:02:48
109449,4.7,2025-10-17 18:02:48
109448,6.2,2025-10-17 18:02:48
109447,6.9,2025-10-17 18:02:48
109446,2.9,2025-10-17 18:02:48
109445,2.6,2025-10-17 18:02:48
109444,8.2,2025-10-17 18:02:48
109443,9.3,2025-10-17 18:02:48
109442,1.5,2025-10-17 18:02:48
109441,4.0,2025-10-17 18:02:48
109440,7.0,2025-10-17 18:02:48
109439,6.1,2025-10-17 18:02:48
109438,9.4,2025-10-17 18:02:48
109437,5.4,2025-10-17 18:02:48
109436,8.1,2025-10-17 18:02:48
109435,3.7,2025-10-17 18:02:48
109434,3.6,2025-10-17 18:02:48
109433,3.0,2025-10-17 18:02:48
109432,2.2,2025-10-17 18:02:48
109431,7.4,2025-10-17 18:02:48
109430,5.9,2025-10-17 18:02:48
109429,9.8,2025-10-17 18:02:48
109428,9.4,2025-10-17 18:02:48
109427,8.9,2025-10-17 18:02:48
109426,5.9,2025-10-17 18:02:48
109425,9.9,2025-10-17 18:02:48
109424,6.3,2025-10-17 18:02:48
109423,1.7,2025-10-17 18:02:48
109422,2.8,2025-10-17 18:02:48
109421,5.3,2025-10-17 18:02:48
109420,6.4,2025-10-17 18:02:48
109419,6.7,2025-10-17 18:02:48
109418,7.2,2025-10-17 18:02:48
109417,1.5,2025-10-17 18:02:48
109416,7.3,2025-10-17 18:02:48
109415,9.7,2025-10-17 18:02:48
109414,3.5,2025-10-17 18:02:48
109413,9.1,2025-10-17 18:02:48
109412,4.6,2025-10-17 18:02:48
109411,8.3,2025-10-17 18:02:48
109410,5.1,2025-10-17 18:02:48
109409,5.0,2025-10-17 18:02:48
109408,4.4,2025-10-17 18:02:48
109407,5.8,2025-10-17 18:02:48
109406,4.9,2025-10-17 18:02:48
109405,2.8,2025-10-17 18:02:48
109404,5.2,2025-10-17 18:02:48
109403,3.3,2025-10-17 18:02:48
109402,9.1,2025-10-17 18:02:48
109401,4.7,2025-10-17 18:02:48
109400,8.7,2025-10-17 18:02:48
109399,8.9,2025-10-17 18:02:48
109398,3.0,2025-10-17 18:02:48
109397,7.5,2025-10-17 18:02:48
109396,1.0,2025-10-17 18:02:48
109395,2.7,2025-10-17 18:02:48
109394,6.2,2025-10-17 18:02:48
109393,1.1,2025-10-17 18:02:48
109392,1.4,2025-10-17 18:02:48
109391,2.8,2025-10-17 18:02:48
109390,9.6,2025-10-17 18:02:48
109389,4.8,2025-10-17 18:02:48
109388,2.3,2025-10-17 18:02:48
109387,7.2,2025-10-17 18:02:48
109386,6.4,2025-10-17 18:02:48
109385,9.8,2025-10-17 18:02:48
109384,5.8,2025-10-17 18:02:48
109383,3.9,2025-10-17 18:02:48
109382,8.5,2025-10-17 18:02:48
109381,4.7,2025-10-17 18:02:48
109380,6.4,2025-10-17 18:02:48
109379,1.9,2025-10-17 18:02:48
109378,9.2,2025-10-17 18:02:48
109377,3.7,2025-10-17 18:02:48
109376,4.1,2025-10-17 18:02:48
109375,9.2,2025-10-17 18:02:48
109374,4.2,2025-10-17 18:02:48
109373,6.7,2025-10-17 18:02:48
109372,8.2,2025-10-17 18:02:48
109371,4.6,2025-10-17 18:02:48
109370,3.7,2025-10-17 18:02:48
109369,3.5,2025-10-17 18:02:48
109368,2.4,2025-10-17 18:02:48
109367,2.8,2025-10-17 18:02:48
109366,1.8,2025-10-17 18:02:48
109365,8.2,2025-10-17 18:02:48
109364,7.5,2025-10-17 18:02:48
109363,7.2,2025-10-17 18:02:48
109362,1.7,2025-10-17 18:02:48
109361,6.8,2025-10-17 18:02:48
109360,7.3,2025-10-17 18:02:48
109359,3.4,2025-10-17 18:02:48
109358,2.5,2025-10-17 18:02:48
109357,8.0,2025-10-17 18:02:48
109356,3.8,2025-10-17 18:02:48
109355,9.5,2025-10-17 18:02:48
109354,1.5,2025-10-17 18:02:48
109353,9.7,2025-10-17 18:02:48
109352,3.6,2025-10-17 18:02:48
109351,3.6,2025-10-17 18:02:48
109350,5.8,2025-10-17 18:02:48
109349,7.6,2025-10-17 18:02:48
109348,6.2,2025-10-17 18:02:48
109347,9.3,2025-10-17 18:02:48
109346,3.3,2025-10-17 18:02:48
109345,1.2,2025-10-17 18:02:48
109344,6.1,2025-10-17 18:02:48
109343,2.4,2025-10-17 18:02:48
109342,7.2,2025-10-17 18:02:48
109341,6.9,2025-10-17 18:02:48
109340,1.7,2025-10-17 18:02:48
109339,6.3,2025-10-17 18:02:48
109338,7.9,2025-10-17 18:02:48
109337,7.8,2025-10-17 18:02:48
109336,9.5,2025-10-17 18:02:48
109335,9.2,2025-10-17 18:02:48
109334,4.1,2025-10-17 18:02:48
109333,1.1,2025-10-17 18:02:48
109332,6.3,2025-10-17 18:02:48
109331,6.4,2025-10-17 18:02:48
109330,2.6,2025-10-17 18:02:48
109329,7.5,2025-10-17 18:02:48
109328,4.8,2025-10-17 18:02:48
109327,9.2,2025-10-17 18:02:48
109326,6.3,2025-10-17 18:02:48
109325,7.3,2025-10-17 18:02:48
109324,5.6,2025-10-17 18:02:48
109323,2.7,2025-10-17 18:02:48
109322,5.9,2025-10-17 18:02:48
109321,6.7,2025-10-17 18:02:48
109320,2.4,2025-10-17 18:02:48
109319,7.5,2025-10-17 18:02:48
109318,3.0,2025-10-17 18:02:48
109317,3.0,2025-10-17 18:02:48
109316,9.0,2025-10-17 18:02:48
109315,7.2,2025-10-17 18:02:48
109314,1.1,2025-10-17 18:02:48
109313,9.6,2025-10-17 18:02:48
109312,1.8,2025-10-17 18:02:48
109311,5.9,2025-10-17 18:02:48
109310,4.0,2025-10-17 18:02:48
109309,1.1,2025-10-17 18:02:48
109308,2.9,2025-10-17 18:02:48
109307,4.1,2025-10-17 18:02:48
109306,4.0,2025-10-17 18:02:48
109305,9.7,2025-10-17 18:02:48
109304,8.3,2025-10-17 18:02:48
109303,6.5,2025-10-17 18:02:48
109302,5.0,2025-10-17 18:02:48
109301,1.3,2025-10-17 18:02:48
109300,8.5,2025-10-17 18:02:48
109299,1.7,2025-10-17 18:02:48
109298,3.5,2025-10-17 18:02:48
109297,5.8,2025-10-17 18:02:48
109296,7.6,2025-10-17 18:02:48
109295,7.2,2025-10-17 18:02:48
109294,4.9,2025-10-17 18:02:48
109293,7.9,2025-10-17 18:02:48
109292,4.3,2025-10-17 18:02:48
109291,9.4,2025-10-17 18:02:48
109290,1.9,2025-10-17 18:02:48
109289,2.0,2025-10-17 18:02:48
109288,8.7,2025-10-17 18:02:48
109287,5.1,2025-10-17 18:02:48
109286,1.1,2025-10-17 18:02:48
109285,7.6,2025-10-17 18:02:48
109284,2.1,2025-10-17 18:02:48
109283,5.6,2025-10-17 18:02:48
109282,8.4,2025-10-17 18:02:48
109281,9.2,2025-10-17 18:02:48
109280,7.0,2025-10-17 18:02:48
109279,4.9,2025-10-17 18:02:48
109278,3.3,2025-10-17 18:02:48
109277,2.0,2025-10-17 18:02:48
109276,1.7,2025-10-17 18:02:48
109275,1.1,2025-10-17 18:02:48
109274,9.6,2025-10-17 18:02:48
109273,3.4,2025-10-17 18:02:48
109272,8.2,2025-10-17 18:02:48
109271,3.9,2025-10-17 18:02:48
109270,2.0,2025-10-17 18:02:48
109269,6.6,2025-10-17 18:02:48
109268,8.6,2025-10-17 18:02:48
109267,9.7,2025-10-17 18:02:48
109266,8.6,2025-10-17 18:02:48
109265,1.5,2025-10-17 18:02:48
109264,2.2,2025-10-17 18:02:48
109263,4.9,2025-10-17 18:02:48
109262,9.6,2025-10-17 18:02:48
109261,4.7,2025-10-17 18:02:48
109260,9.7,2025-10-17 18:02:48
109259,6.9,2025-10-17 18:02:48
109258,3.0,2025-10-17 18:02:48
109257,8.7,2025-10-17 18:02:48
109256,4.0,2025-10-17 18:02:48
109255,9.4,2025-10-17 18:02:48
109254,1.6,2025-10-17 18:02:48
109253,7.6,2025-10-17 18:02:48
109252,7.4,2025-10-17 18:02:48
109251,8.3,2025-10-17 18:02:48
109250,9.4,2025-10-17 18:02:48
109249,9.7,2025-10-17 18:02:48
109248,6.0,2025-10-17 18:02:48
109247,5.5,2025-10-17 18:02:48
109246,2.8,2025-10-17 18:02:48
109245,7.9,2025-10-17 18:02:48
109244,4.4,2025-10-17 18:02:48
109243,3.8,2025-10-17 18:02:48
109242,5.1,2025-10-17 18:02:48
109241,8.1,2025-10-17 18:02:48
109240,6.5,2025-10-17 18:02:48
109239,9.7,2025-10-17 18:02:48
109238,3.5,2025-10-17 18:02:48
109237,6.4,2025-10-17 18:02:48
